Date,LCID,CNXC,UPWK,AFRM,BHC,FSM,NG,KGC,SJM,COO,BF-A,GH,EQX,SSRM,PRVA,DOOO,BILI,IREN,HMY,AEM,BIDU,WPM,CELH,AMBA,BTDR,CDE,GSAT,EMN,HP,OS,BF-B,S,MIAX,GFI,NGD,SATS,BABA,JOYY,BTU,SBSW,NXE,SOUN,HL,SNDK,CIFR,MOH,HCC,ADSK,IAG,OLN
2024-09-01,35.29999923706055,49.95600891113281,10.449999809265137,40.81999969482422,8.15999984741211,4.630000114440918,4.099999904632568,9.273228645324707,116.38941192626953,110.33999633789062,46.925601959228516,22.940000534057617,6.090000152587891,5.679999828338623,18.209999084472656,58.76689529418945,23.3799991607666,8.4399995803833,10.042464256286621,79.56681060791016,105.29000091552734,60.68281936645508,31.360000610351562,56.40999984741211,7.829999923706055,6.880000114440918,18.600000381469727,107.97769165039062,29.118043899536133,33.900001525878906,48.019779205322266,23.920000076293945,,14.890772819519043,2.880000114440918,24.81999969482422,104.35618591308594,34.73515319824219,26.100915908813477,4.110000133514404,6.53000020980835,4.659999847412109,6.639759540557861,,3.869999885559082,344.55999755859375,63.51871871948242,275.4800109863281,5.230000019073486,46.544029235839844
2024-10-01,22.100000381469727,41.436683654785156,13.5600004196167,43.849998474121094,9.199999809265137,4.96999979019165,3.4600000381469727,9.986554145812988,109.09465789794922,104.68000030517578,42.7372932434082,21.8799991607666,5.539999961853027,6.170000076293945,18.360000610351562,48.756011962890625,22.1200008392334,9.119999885559082,10.704061508178711,85.2261734008789,91.2300033569336,65.58076477050781,30.079999923706055,56.189998626708984,7.789999961853027,6.440000057220459,15.75,102.16374206542969,32.16193771362305,29.520000457763672,43.180274963378906,25.790000915527344,,16.182167053222656,2.75,25.059999465942383,96.35148620605469,32.63608932495117,25.835384368896484,4.670000076293945,7.360000133514404,5.03000020980835,6.460575103759766,,4.929999828338623,321.2200012207031,62.75331115722656,283.79998779296875,5.539999961853027,39.80202865600586
2024-11-01,21.799999237060547,44.1359748840332,16.969999313354492,70.01000213623047,8.369999885559082,4.78000020980835,3.6600000858306885,9.619983673095703,113.20817565917969,104.45999908447266,40.56021499633789,35.61000061035156,5.650000095367432,5.809999942779541,21.479999542236328,48.22164535522461,19.170000076293945,13.510000228881836,9.122093200683594,83.37922668457031,85.05000305175781,61.92469024658203,28.450000762939453,71.55000305175781,14.270000457763672,6.460000038146973,29.25,101.8040542602539,33.147857666015625,29.889999389648438,41.26791000366211,27.950000762939453,,14.228132247924805,2.75,25.290000915527344,85.91783142089844,37.23677062988281,23.455421447753906,4.090000152587891,8.4399995803833,9.3100004196167,5.494973182678223,,6.699999809265137,297.8999938964844,69.9004135131836,291.8999938964844,5.5,41.315338134765625
2024-12-01,30.200000762939453,42.48640060424805,16.350000381469727,60.900001525878906,8.0600004196167,4.289999961853027,3.3299999237060547,9.21175479888916,106.87876892089844,91.93000030517578,36.961185455322266,30.549999237060547,5.019999980926514,6.960000038146973,19.549999237060547,50.33932113647461,18.110000610351562,9.819999694824219,8.149334907531738,77.61737823486328,84.30999755859375,56.01218795776367,26.34000015258789,72.73999786376953,21.670000076293945,5.71999979019165,31.049999237060547,88.77718353271484,30.877613067626953,28.520000457763672,37.247032165527344,22.200000762939453,,12.961445808410645,2.4800000190734863,22.899999618530273,83.3807144165039,40.11219787597656,20.649555206298828,3.299999952316284,6.599999904632568,19.84000015258789,4.899923801422119,,4.639999866485596,291.04998779296875,53.982234954833984,295.57000732421875,5.159999847412109,32.94202423095703
2025-01-01,27.600000381469727,51.33323669433594,15.760000228881836,61.06999969482422,7.429999828338623,5.070000171661377,3.130000114440918,11.209124565124512,103.74384307861328,96.55000305175781,32.840946197509766,46.97999954223633,6.070000171661377,8.029999732971191,22.850000381469727,47.44883346557617,16.719999313354492,10.220000267028809,11.186724662780762,92.23577117919922,90.5999984741211,62.21695327758789,24.979999542236328,76.72000122070312,18.520000457763672,6.599999904632568,22.950000762939453,97.69847106933594,30.462953567504883,29.780000686645508,32.53569412231445,23.950000762939453,,16.62403678894043,3.0199999809265137,27.65999984741211,97.19718170166016,41.54991149902344,17.898252487182617,3.809999942779541,6.559999942779541,14.149999618530273,5.668343544006348,,5.730000019073486,310.4100036621094,52.519222259521484,311.3399963378906,6.239999771118164,28.546506881713867
2025-02-01,22.200000762939453,44.619956970214844,15.930000305175781,64.1500015258789,7.440000057220459,4.320000171661377,3.0,10.652643203735352,107.27669525146484,90.37999725341797,32.55511474609375,42.54999923706055,6.420000076293945,9.989999771118164,24.969999313354492,39.3504753112793,20.34000015258789,8.239999771118164,9.876477241516113,95.55046081542969,86.44999694824219,68.64082336425781,25.690000534057617,61.43000030517578,12.3100004196167,5.150000095367432,21.59000015258789,95.93372344970703,25.564193725585938,23.299999237060547,32.63425827026367,20.6299991607666,,17.645240783691406,2.7200000286102295,31.229999542236328,130.30755615234375,44.847068786621094,13.59872817993164,3.190000057220459,5.289999961853027,10.819999694824219,5.119472026824951,,4.079999923706055,301.1199951171875,47.911224365234375,274.2099914550781,5.519999980926514,24.74550437927246
2025-03-01,24.200000762939453,54.97462844848633,13.050000190734863,45.189998626708984,6.46999979019165,6.099999904632568,2.9200000762939453,12.530767440795898,116.1171875,84.3499984741211,32.988792419433594,42.599998474121094,6.880000114440918,10.029999732971191,22.450000762939453,33.55459213256836,19.110000610351562,6.090000152587891,14.66086196899414,108.04304504394531,92.02999877929688,77.31553649902344,35.619998931884766,50.33000183105469,8.829999923706055,5.920000076293945,20.860000610351562,86.38446807861328,25.42098617553711,21.34000015258789,33.45233154296875,18.18000030517578,,21.69078254699707,3.7100000381469727,25.579999923706055,130.03221130371094,40.23680114746094,13.425583839416504,4.579999923706055,4.489999771118164,8.119999885559082,5.548589706420898,47.61000061035156,2.299999952316284,329.3900146484375,47.57558059692383,261.79998779296875,6.25,23.62469482421875
2025-04-01,25.100000381469727,50.44940185546875,13.149999618530273,49.7599983215332,5.300000190734863,6.25,4.230000019073486,14.706900596618652,114.01861572265625,81.66999816894531,34.330509185791016,47.22999954223633,6.699999809265137,10.640000343322754,23.479999542236328,33.63398361206055,17.5,6.110000133514404,15.792437553405762,117.18199920654297,87.81999969482422,83.18167877197266,34.959999084472656,47.9900016784668,9.569999694824219,5.550000190734863,19.219999313354492,76.19049835205078,18.384471893310547,21.399999618530273,34.558650970458984,18.5,,22.540000915527344,3.9800000190734863,22.479999542236328,117.44496154785156,39.45085144042969,12.226694107055664,4.650000095367432,5.230000019073486,9.289999961853027,5.712469100952148,32.11000061035156,2.8499999046325684,327.010009765625,47.67527770996094,274.25,7.079999923706055,21.239839553833008
2025-05-01,22.299999237060547,55.65837860107422,15.489999771118164,51.900001525878906,4.53000020980835,5.849999904632568,3.5799999237060547,14.69693660736084,110.42948913574219,68.27999877929688,32.96165466308594,40.619998931884766,6.630000114440918,11.829999923706055,22.760000228881836,43.85727310180664,18.299999237060547,8.390000343322754,14.59000015258789,117.59060668945312,81.9000015258789,86.58262634277344,37.880001068115234,52.63999938964844,12.859999656677246,8.079999923706055,18.459999084472656,77.54609680175781,14.84188461303711,28.059999465942383,33.07076644897461,17.610000610351562,,23.0,4.449999809265137,17.729999542236328,111.94786834716797,46.976966857910156,13.039164543151855,6.090000152587891,6.179999828338623,10.109999656677246,5.133233070373535,37.689998626708984,3.119999885559082,305.0400085449219,45.31245422363281,296.1199951171875,6.860000133514404,19.068696975708008
2025-06-01,21.100000381469727,52.5654182434082,13.4399995803833,69.13999938964844,6.659999847412109,6.539999961853027,4.090000152587891,15.605424880981445,97.2306900024414,71.16000366210938,27.248167037963867,52.040000915527344,5.75,12.739999771118164,23.0,48.312774658203125,21.450000762939453,14.569999694824219,13.970000267028809,118.93000030517578,85.76000213623047,89.80000305175781,46.38999938964844,66.06999969482422,11.479999542236328,8.859999656677246,23.549999237060547,73.8750991821289,14.953460693359375,28.299999237060547,26.692689895629883,18.280000686645508,,23.670000076293945,4.949999809265137,27.700000762939453,111.5250244140625,49.94982147216797,13.365059852600098,7.21999979019165,6.940000057220459,10.729999542236328,5.986884117126465,45.349998474121094,4.78000020980835,297.8999938964844,45.7685661315918,309.57000732421875,7.349999904632568,19.91748046875
